Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, 6th


Perez, Lily  ID=167681      1st Period Teacher=Vance J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, 4th


Roberts, William  ID=134012      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Lewis, Sebastian  ID=129286      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Hill, Oliver  ID=169200      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A


King, Isabella  ID=101285      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 6th
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A


Thompson, Ava  ID=152576      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, 3rd
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Thompson, Grace  ID=169803      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Moore, Emma  ID=137520      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


Hernandez, Daniel  ID=101915      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 5th
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Nguyen, Aiden  ID=191832      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 3rd
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Nguyen, Levi  ID=187503      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
2,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 4th
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, 6th
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Perez, Wyatt  ID=172862      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Sanchez, Oliver  ID=177941      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
4,  [Why You need a resume],  Greystone M,  Presenter 2, N/A


White, Liam  ID=145016      1st Period Teacher=Wainwright J
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, 2nd
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 4th


Jackson, Henry  ID=185804      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 4th
4,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A


Smith, Samuel  ID=186123      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 2nd


Scott, Sebastian  ID=153082      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
4,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A


Moore, Carter  ID=180564      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, 3rd
4,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A


Allen, Mila  ID=194768      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 2nd
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Taylor, Nora  ID=111473      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 2nd


Lee, Lily  ID=130645      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A


Hernandez, Joseph  ID=156345      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, 2nd
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A


Johnson, Samuel  ID=112685      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 2nd
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Rivera, Oliver  ID=164441      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Torres, Mason  ID=170364      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 2nd


Thompson, Emma  ID=129652      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
2,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A


Harris, Gianna  ID=173403      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, 3rd
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, 2nd


Carter, Riley  ID=176042      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 2nd
2,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
3,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
4,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A


Martinez, Amelia  ID=192521      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, 3rd
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


Perez, Gianna  ID=109964      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Scott, Lucas  ID=115806      1st Period Teacher=Whitmore C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 1st


Hill, Ava  ID=128919      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
2,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


White, Scarlett  ID=135272      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 3rd
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Baker, Alexander  ID=132561      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 5th
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Moore, Samuel  ID=142735      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, 3rd
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
3,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Davis, Aria  ID=134308      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 2nd
4,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A


Jackson, Harper  ID=169428      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A


Lopez, Grace  ID=121834      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 5th
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


Roberts, Ava  ID=120563      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, 7th
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, 2nd
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Lee, Zoey  ID=188141      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Clark, Liam  ID=160870      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, 6th
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Hall, Oliver  ID=152304      1st Period Teacher=Whitmore H
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 3rd
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, 2nd


Taylor, Emma  ID=197225      1st Period Teacher=Yardley A
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Wright, Sebastian  ID=114858      1st Period Teacher=Yardley A
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 6th
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Lopez, Harper  ID=174687      1st Period Teacher=Yardley A
